"chain","deadend","generation","reproduction","story_text","story_title"
"Mcph9OnQjLdMoM4Y","false",5,"A couple found their beehive broken in 2017 which caused a damage
of 60000 dollars and half of a million bees were dead. Responsible
were two teenagers (12 and 13 years old) who had to pay 10000
dollars and spend 8 years in prison.","A couple found their beehives broken (in 2017) which caused a damage about 60000 dollars and half of a million bees were dead. Two teenager were responsible for that (12 and 13 years old). They had to spent
8 years in prision and had to pay 10000 dollars.","bees"
"ZWH5YODd6n9KrxOy","false",2,"A 66 years old woman entered the chicago airport on 14th january.
She hid her face behind her hair and slid through the control
when the two controlleurs were distracted by other passengers.
She wanted to take the flight to conneticut but was stopped and
had to sit down. She spent the night there and took the bus even
though a ticket and passport would have been necessary. Then she
took the flight to London where she was found by two police officers
and arrested because of theft and entering the airport without
permission. She returned on the 18th of january.","A 66 years old women entered the chicago airport at 14th january. She hided her face behind her hair and slipped trough controll when two controlleurs were distracted by controlling other passengers. She
wanted to enter a flight to conneticut and was stopped and had to sit down. She stayed over night and then taked the bus to the international gate, even though a passport and a ticket would have been necessary
for it. She taked the flight to london where she was stopped by two police officers. She returned to the usa at 18th january and was charged for theft an passing borders without permission.","flight"
"5PvSVOdmzbtPghnM","false",2,"Two men from edugak walked down next to a river when 5 warriors
in a canoe on the river asked if they wanted to join them. Just
one man went with them and the fought in a town called kalama.
Many people died but the man from edugak hid with the warriors
because they told him he was shot. Also he did not feel sick.
then he thought they were ghosts. The next morning he died and
something black came out of his mouth.","Two men from edugak walked down a river and were asked by 5 warriors in a canoe on the river, if they want to join them. Yust one men went with them and they fought in a battle in a town called kalama.
Many were killed but the man from edugak hid with the warriors because they told him he was shot also he did not felt sick. then he thought they are ghosts. after going home he died the next morning and
something black came out of his mouth.","bartlett"
"sB0AcJDILazWCdZC","false",5,"A person klicked on a button too fast, as he/she did not interpret
it correctly.","I clicked the ready button too fast because i interpreted it false, sorry.","bees"
"jHjEtyTsDwMZZSFO","true",7,NA,"two men went on a hint and met 5 people in a canoe. the man asked the two if they wanted to be in a fight. on of the men said no because he thought the man was a ghost. the next day he died and something
dark came out of his mouth.","bartlett"
"Dz4Jslvvz2fvIdTk","false",2,"An old woman ist trying to take a fligth, but is stopped at the
airport as she has no passport and flight ticket. She stays at
the airport for one night and flys the next day from a different
terminal to London. In January she comes back and is charged in
the US for two crimes.","A 66 year old woman from Chicago USA tried to fly without a passport and a plane ticket. The first time she was stopped and stayed at the airport over night. The next day she took the shuttle bus to the
international terminal and took a flight to Heathrow London. On the 18. of January she arrived back in the US and is now charged with two crimes.","flight"
"ZWH5YODd6n9KrxOy","false",1,"A 66 years old women entered the chicago airport at 14th january.
She hided her face behind her hair and slipped trough controll
when two controlleurs were distracted by controlling other passengers.
She wanted to enter a flight to conneticut and was stopped and
had to sit down. She stayed over night and then taked the bus
to the international gate, even though a passport and a ticket
would have been necessary for it. She taked the flight to london
where she was stopped by two police officers. She returned to
the usa at 18th january and was charged for theft an passing borders
without permission.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"rMeKBwtxWpLqt6cg","false",4,"There is a war and people are at the coast. A canoe comes and
take a man to war. He is shot but still lives, but will die soon.
He dies in the end.","There is a war and people are on the coast. A canoe comes and takes the man to war, he is shot but lives but knows he will die soon. He dies in the end\n","bartlett"
"UVR5azYWUdQIdNjI","false",4,"Dezember 2017 50 beehives 60 000 dollar 10 to 12 years old.","December 2017 50 beehives 60 000 dollar 10 to 12 year old.","bees"
"cszKw2w5ar5kP14z","false",3,"On january 15 2018 a woman (66 years) flights from chigao to london.\nChigao
18 lodon","On january 15 2018 A woman (66 years old) flights from Chigao to London Chigao January 14 Conniction Lodon January 18","flight"
"jHjEtyTsDwMZZSFO","false",6,"two men went on a hint and met 5 people in a canoe. the man asked
the two if they wanted to be in a fight. on of the men said no
because he thought the man was a ghost. the next day he died and
something dark came out of his mouth.","Two men went on a hint and they met 5 people in a canoe. The man asked the two men if they wanted to be in a fight. One of the two men said no because he thought that the man was a ghost. The next day he
died and something dark came out of his mouth.","bartlett"
"sB0AcJDILazWCdZC","false",4,"I clicked the ready button too fast because i interpreted it false,
sorry.","I clicked the ready button to fast, because I interpreted it false. sorry","bees"
"rMeKBwtxWpLqt6cg","false",3,"There is a war and people are on the coast. A canoe comes and
takes the man to war, he is shot but lives but knows he will die
soon. He dies in the end\n","There is a war and some people are on the coast. A canoe comes and takes an man with it into the war. he gets shot but doesn't feel anything so he goes back home. However he knows he'll die and in the end
he dies","bartlett"
"T9rW6dMkebpykX60","false",4,"In January of 2018, a 66 year old woman tries to get from the
usa to london by slipping through airport gates. she will get
caught on the plane","15.01.2018, 66 year old woman tries to get from the usa to london.\nfor that, she does some illegal slipping through airport gates.\nShe will be found on the flight and get arrested.","flight"
"rmWM7yMYXBbASNFR","false",4,"The young one died, they left the young the old one\n","The young one died, and they left the young the old one.","bees"
"Ia1ppaRlEpIyBGIK","false",5,"Something with bees.\n","Something with bees.","bees"
"rMeKBwtxWpLqt6cg","false",2,"There is a war and some people are on the coast. A canoe comes
and takes an man with it into the war. he gets shot but doesn't
feel anything so he goes back home. However he knows he'll die
and in the end he dies","It's about some war, that's not explained.\nSome people on the coast. A canoe comes and takes one men with them into the fight.\nIn the end this men knows he's shot but doesn't fell anything. So he returned
home and told his story and know he would die. Then he died.","bartlett"
"7oeff4GcFoSutDtw","false",1,"A 66 year old woman tried to get from Chicago to London by plane
without owning a ticket or passport. SHe passed security officers
while they were checking other passengers. However she had to
wait one night until she could board a plane to Heathrow Airport
because she was stopped by a worker at the gate and had to sit
down. In London she was stopped by security guards and she came
back to the US only two or three days after she had tried to leave.
She is charged with theft and tresspassing.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"Dz4Jslvvz2fvIdTk","false",1,"A 66 year old woman from Chicago USA tried to fly without a passport
and a plane ticket. The first time she was stopped and stayed
at the airport over night. The next day she took the shuttle bus
to the international terminal and took a flight to Heathrow London.
On the 18. of January she arrived back in the US and is now charged
with two crimes.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"rmWM7yMYXBbASNFR","false",3,"The young one died, and they left the young the old one.","The young one died, they crossed and they left the young the old one.","bees"
"MSBq5bINaoNLXgFq","true",7,"The young one died, they crossed and left the young the old.","The young one died, they crossed and they left the young the old one.","bartlett"
"Mcph9OnQjLdMoM4Y","false",4,"A couple found their beehives broken (in 2017) which caused a
damage about 60000 dollars and half of a million bees were dead.
Two teenager were responsible for that (12 and 13 years old).
They had to spent 8 years in prision and had to pay 10000 dollars.","In December 2017 a couple found their beehives to be broken and therefore half a million bees dead. This was a damage of 60000 dollars. Two teenagers were found (12 and 13 years old) who if found guilty
have to spend 8 years in prison and pay 10000 dollars.","bees"
"M70CZo6QAYLGPNiE","true",7,"A women wanted to take a flight from Chicago to Connecticut (on
the 14th january). The woman could not take the flight on that
day and had to wait for one day. Then she took a flight to London
Heathrow and came back to the USA on the 18th january.","On January 14th and women wanted to take a flight from Chicago to Connecticut. She couldn't take the flight that day and had to wait for the next day. Then, she took a flight to London Heathrow and on January
18th she was back in the USA.","flight"
"jHjEtyTsDwMZZSFO","false",5,"Two men went on a hint and they met 5 people in a canoe. The man
asked the two men if they wanted to be in a fight. One of the
two men said no because he thought that the man was a ghost. The
next day he died and something dark came out of his mouth.","two men went on a hint and they met five people in a canoe. The men asked the two men if they want to be in a fight. One of the two men declined, because he thought the other men was a ghost. The next day
he died and something dark came out of his mouth.","bartlett"
"MSBq5bINaoNLXgFq","false",6,"The young one died, they crossed and they left the young the old
one.","The young one died, they crossed and they left the yound the old one","bartlett"
"rmWM7yMYXBbASNFR","false",2,"The young one died, they crossed and they left the young the old
one.",NA,"bees"
"awGXzCdrrzzleRhM","false",4,"haaa",NA,"flight"
"jHjEtyTsDwMZZSFO","false",4,"two men went on a hint and they met five people in a canoe. The
men asked the two men if they want to be in a fight. One of the
two men declined, because he thought the other men was a ghost.
The next day he died and something dark came out of his mouth.","Two men went on a hint. They saw five men in a canoe and those five men asked the two to join a fight. One of the two declined and thought the other one was a ghost. The next day he died and something dark
came out of his mouth.","bartlett"
"M70CZo6QAYLGPNiE","false",6,"On January 14th and women wanted to take a flight from Chicago
to Connecticut. She couldn't take the flight that day and had
to wait for the next day. Then, she took a flight to London Heathrow
and on January 18th she was back in the USA.","On january 14th a woman went to the airport in Chigago to catch a flight to Conneticut. However, she had to wait and the next day she caught a flight to London Heathrow. She returned to the United States
on the 18th of January.\n","flight"
"Ap545tdVh7Xo0qlh","false",2,"In december 2017 a couple found out that one of their 50 beehives
was destroyed and damaged in total of 60000$. Besides that, half
of the bees died as well. A week later, they found out that 2
boy, age 12 and 13, were responsible for the crime. Due to the
fact they are still minors, they come from a charge of probably
9 years in prison or 10000$","In december 2017, a couple in Iowa checked their 50 beehives and found a tragic incident: one hive was overturned and destroyed, half of the bees died and there is damage to the amount of $60,000. Weeks
later it turned out that two boys(12 and 13 years old) were responsible for this incident. They will now be charged for their crime. Since they are still minors, they will be taken to juvenile court and
can expect a charge of $10,000 or up to 10 years prison.","bees"
"TpRsYQawvOgHgCvv","false",3,"a woman who wanted to go to Kentucky, went two London heathrow
because she missed here original flight. in London she got arrested
three days later for something like hiding here faces.","A woman, 66 years old seaked into an aiport in Chicago hiding her face without a passport or ticket. She planned to go to Kentucky, but missed the flight. therefore she stayed inside the aiport over night.
The next day, january 15 2018 she took a flight to Heathrow, London. January 19 2018 she got arrested by british policemen for trespassing.","flight"
"5PvSVOdmzbtPghnM","false",1,"Two men from edugak walked down a river and were asked by 5 warriors
in a canoe on the river, if they want to join them. Yust one men
went with them and they fought in a battle in a town called kalama.
Many were killed but the man from edugak hid with the warriors
because they told him he was shot also he did not felt sick. then
he thought they are ghosts. after going home he died the next
morning and something black came out of his mouth.","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"zTVqf2eVuvudYr2U","false",5,NA,NA,"bees"
"T9rW6dMkebpykX60","true",3,"On the 15th of january 2018 a 66-years old slipped through the
airport control and took a flight from the USA to London Heathrow
without ticket and passport. The day before she already tried
to fly to Connecticut. She somehow managed to get to London where
officers caught her and sent her back on the 18th. In the end
she was judged for taking a flight illegally.","On the 15th of january 2018 a 66-year old slipped through airport control to get from the USA to London Heathrow without a ticket and passport. The day before she tried to get to Conneticut. She somehow
managed to get on the plane to London where british officials found her and sent her back on the 18th. She now gets judged for illegal flighing without a ticket.","flight"
"Ap545tdVh7Xo0qlh","false",1,"In december 2017, a couple in Iowa checked their 50 beehives and
found a tragic incident: one hive was overturned and destroyed,
half of the bees died and there is damage to the amount of $60,000.
Weeks later it turned out that two boys(12 and 13 years old) were
responsible for this incident. They will now be charged for their
crime. Since they are still minors, they will be taken to juvenile
court and can expect a charge of $10,000 or up to 10 years prison.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"Qe6mD85OKrD9r1Z3","false",3,NA,NA,"bartlett"
"rMeKBwtxWpLqt6cg","false",1,"It's about some war, that's not explained.\nSome people on the
coast. A canoe comes and takes one men with them into the fight.\nIn
the end this men knows he's shot but doesn't fell anything. So
he returned home and told his story and know he would die. Then
he died.","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"sB0AcJDILazWCdZC","false",3,"I clicked the ready button to fast, because I interpreted it false.
sorry",NA,"bees"
"T9rW6dMkebpykX60","false",3,"15.01.2018, 66 year old woman tries to get from the usa to london.\nfor
that, she does some illegal slipping through airport gates.\nShe
will be found on the flight and get arrested.","On the 15th of january 2018 a 66-year old slipped through airport control to get from the USA to London Heathrow without a ticket and passport. The day before she tried to get to Conneticut. She somehow
managed to get on the plane to London where british officials found her and sent her back on the 18th. She now gets judged for illegal flighing without a ticket.","flight"
"UVR5azYWUdQIdNjI","false",3,"December 2017 50 beehives 60 000 dollar 10 to 12 year old.","December 2017\n50 beehives\n60 000 dollars\n10 to 12 years old \n????\n","bees"
"T9rW6dMkebpykX60","false",2,"On the 15th of january 2018 a 66-year old slipped through airport
control to get from the USA to London Heathrow without a ticket
and passport. The day before she tried to get to Conneticut. She
somehow managed to get on the plane to London where british officials
found her and sent her back on the 18th. She now gets judged for
illegal flighing without a ticket.","On the 15th of January 2018 a 66-year old woman slipped through airport control and got from the USA to London Heathrow without ticket or passport. She went to the airport a day before and tried to get
to Conneticut but failed. She somehow managed to get on the plane to London and was found there by British officials who sent her back on the 18th. She gets now judged for her illegal trespassing and flighing
without a ticket.","flight"
"dRK5o0pV4idS0LjH","false",6,"Two men went to war. One surrvied and wehn he went back he noticed
he died.","Two men went to war. One surrvied and wehn he went back he noticed he died","bartlett"
"jHjEtyTsDwMZZSFO","false",3,"Two men went on a hint. They saw five men in a canoe and those
five men asked the two to join a fight. One of the two declined
and thought the other one was a ghost. The next day he died and
something dark came out of his mouth.","Two men from Egulac went on a hint at night. They saw a canoe with five man who wanted them to join a fight. The one man said he could not. He thought the other one was a ghost. The next day he died and
something black came out of his mouth.","bartlett"
"cNI6GhrmFT8Y1nQH","false",1,"A 66 year old woman flew without a ticket or passport from Chicago
to London. On January 14 she tried to board a plane from Chicago
to Connecticut but was stopped by security guards and had to stay
at the airport over night. The next day she managed to board a
plane and flew to London but was caught there by airport officers,
so she had to fly back to America. She was charged with theft
and tresspassing.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"Mcph9OnQjLdMoM4Y","false",3,"In December 2017 a couple found their beehives to be broken and
therefore half a million bees dead. This was a damage of 60000
dollars. Two teenagers were found (12 and 13 years old) who if
found guilty have to spend 8 years in prison and pay 10000 dollars.","In December 2017 a couple found their beehives to be broken. Half of a million bees were dead. Overall damage costs 60, 000 dollars. Later two teenagers were found (12 and 13 years old). If sentenced, they
will have to spend in prison 8 years and pay 10,000 dollars.","bees"
"cszKw2w5ar5kP14z","false",2,"On january 15 2018 A woman (66 years old) flights from Chigao
to London Chigao January 14 Conniction Lodon January 18","On January 15\n2018\nA woman (66 years old)\nFlight from Chicago to London\nChicago O’Hare International Airport \nOn January 14\nConnecticut Heathrow Airport (London)\nUnited States\nJanuary 18","flight"
"zTVqf2eVuvudYr2U","false",4,NA,"In Iowa a couple had bees and plenty of them died.\n","bees"
"dRK5o0pV4idS0LjH","false",5,"Two men went to war. One surrvied and wehn he went back he noticed
he died","One of two men, went to fight in a war. He thought he survived the war and went back home. But at home he discovered that he had died.","bartlett"
"MSBq5bINaoNLXgFq","false",5,"The young one died, they crossed and they left the yound the old
one","The young one dies they crossed and left the yound the old one\n","bartlett"
"M70CZo6QAYLGPNiE","false",5,"On january 14th a woman went to the airport in Chigago to catch
a flight to Conneticut. However, she had to wait and the next
day she caught a flight to London Heathrow. She returned to the
United States on the 18th of January.\n","On january 14th a 66 years old women went to the airport in Chicago where she wanted to get a flight to Conneticut. However, she had to wait at the airport and got a flight to London Heathrow the next day.
She returned to the United States on 18th of january.","flight"
"sB0AcJDILazWCdZC","false",2,NA,NA,"bees"
"dRK5o0pV4idS0LjH","false",4,"One of two men, went to fight in a war. He thought he survived
the war and went back home. But at home he discovered that he
had died.","One of two men went to war, the other did not. He fought and thought he was dead, but he was not. When he went back home he discovered that he was dead.","bartlett"
"M70CZo6QAYLGPNiE","false",4,"On january 14th a 66 years old women went to the airport in Chicago
where she wanted to get a flight to Conneticut. However, she had
to wait at the airport and got a flight to London Heathrow the
next day. She returned to the United States on 18th of january.","On January 14th a woman (66 years old) came to the chicago airport and wanted to get a flight to conneticut. But she had to wait at the airport and at the next day she got a flight to London Heathrow. At
January 18th she arrived back to the United States.","flight"
"UVR5azYWUdQIdNjI","false",2,"December 2017\n50 beehives\n60 000 dollars\n10 to 12 years old
\n????\n","December 2017\n50 beehives\n60000$\n12 and 13 years old\n10000$\n10 years\n","bees"
"d7ypmz7Ji8WiEFxr","false",1,"On January 15, 2018 a 66 year old women flew from Chicago to London
without a Ticket. She entered the airport on the 14th and hid
her face behind her hair while going through the control. She
tried to board a flight to Conneticut, but was stopped. After
trying again to come behind the gate, she was seated by the oifficers
who stopped her. She waited untill the other day, before getting
into an international shutttle, which brought her to the train,
even though a ticket and boarding pass are normally required to
get in.\nThe woman was flewn back to Chicago.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"EWFWPj4o1p8ZCt02","false",5,"A guy died.","A guy died.\n","bartlett"
"9YtHFuT2569phn7K","false",2,NA,NA,"bees"
"MSBq5bINaoNLXgFq","false",4,"The young one dies they crossed and left the yound the old one\n","the young one dies they crossed young and the old hung","bartlett"
"awGXzCdrrzzleRhM","false",3,NA,"A 66 year old woman who had been at the airport since January 14th, slipped through airport control on January 15th. She took a flight from Chicago to London after having tried to get on a flight to Connecticut.","flight"
"9YtHFuT2569phn7K","false",1,NA,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"EWFWPj4o1p8ZCt02","false",4,"A guy died.\n","A guy died.","bartlett"
"zTVqf2eVuvudYr2U","false",3,"In Iowa a couple had bees and plenty of them died.\n","In Iowa a couple had bees and plenty of them died.","bees"
"TpRsYQawvOgHgCvv","false",2,"A woman, 66 years old seaked into an aiport in Chicago hiding
her face without a passport or ticket. She planned to go to Kentucky,
but missed the flight. therefore she stayed inside the aiport
over night. The next day, january 15 2018 she took a flight to
Heathrow, London. January 19 2018 she got arrested by british
policemen for trespassing.","Woman 66 years old seaked in an Airport in chicago and sliped by security by hiding her face, without passport or boarding ticket. She tried to get on a flight to Kenntuky, but failed, she was sat down
and stayed over night. The next day, janurary 15 2018 she got on an shuttel to the international Terminal and got on an flight to Heathrow, London, still without ticket or passport, where she was confined
by british officers and on January 18 2018 send back to the US. She was sharged with theft and trespassing.","flight"
"PM6mQ6QAln3h9o19","false",4,"A 66 years old Woman was a bad ass because she got a flight for
free.","A 66 years old woman was a bad ass because she got a flight for free","flight"
"dRK5o0pV4idS0LjH","false",3,"One of two men went to war, the other did not. He fought and thought
he was dead, but he was not. When he went back home he discovered
that he was dead.","One of two men went to war, the other did not. He fought and thought he was dead, but he was not. When he arrived home he discovered he was dead.","bartlett"
"rmWM7yMYXBbASNFR","false",1,NA,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"zTVqf2eVuvudYr2U","false",2,"In Iowa a couple had bees and plenty of them died.","In late december in Iowa a couple discovered their bee hives to be heavily damaged. A court found a 12 and a 13 year old boy to be guilty. The damage they had caused was billed at 60k. A lot of bees dies
and a lot of equipment was damaged. They were sentenced to 10 years plus a 10k fine.","bees"
"jHjEtyTsDwMZZSFO","false",2,"Two men from Egulac went on a hint at night. They saw a canoe
with five man who wanted them to join a fight. The one man said
he could not. He thought the other one was a ghost. The next day
he died and something black came out of his mouth.","Two men from Egulac went on a hunt at night. They heard noises at the river and went there because they thought there would be a war-party. At the river they saw canoes with five men in there who wanted
them to join fighting in a war. One man told the other that he couldn't go because than no one of his relatives would know where he went so only one man joined the fight although he had no arrows himself.
This man was shot in the fight and brought back to his hometown where he told his story that he killed many and many others were killed but that he himself did not felt being shot. He thought that the men
he went with and brought him back were ghosts. the next day he died and something black came out of his mouth.","bartlett"
"M70CZo6QAYLGPNiE","false",3,"On January 14th a woman (66 years old) came to the chicago airport
and wanted to get a flight to conneticut. But she had to wait
at the airport and at the next day she got a flight to London
Heathrow. At January 18th she arrived back to the United States.","On january 14th, a woman (66 years old) sneaked into ohera airport in chicago and tried to get onto a plane to connecticut. She got failed and had to sit down at the airport. She stayed overnight and took
the shuttle to the international aiport on the next day. Then she took a plane to Heathrow airport all without a passport and boarding pass but got caught by customs in London. She arrived back in the United
States on January 18th.","flight"
"QDPZfpV5QqWAEDme","false",1,"A woman (66 years old) took flight from Chicago to London on 15th
of January, 2018 without a ticket and a passport. She sneaked
to the airport of Chicago a day before and tried to take a flight
to Connecticut but failed. She spent a night at the Airport and
day after a flight to London where was caught and sent back to
US where was sentenced.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"Mcph9OnQjLdMoM4Y","false",2,"In December 2017 a couple found their beehives to be broken. Half
of a million bees were dead. Overall damage costs 60, 000 dollars.
Later two teenagers were found (12 and 13 years old). If sentenced,
they will have to spend in prison 8 years and pay 10,000 dollars.","In late December 2017 a couple in Iowa checked on their 50 beehives. They then discovered a tragic thing. The hives had been broken apart and throughn out of the shed. This destruction caused the death
of half a million bees and a damage of over $60,000. Later two boys (12 and 13 years old) were arrested for probably being guilty.\nAs they are still juvenile, they will face a penalty of 8 years in prison
and a fine of up to 10,000$ if convicted.","bees"
"MSBq5bINaoNLXgFq","false",3,"the young one dies they crossed young and the old hung","the young one dies\nthey crossed \nyoung and old hung","bartlett"
"awGXzCdrrzzleRhM","false",2,"A 66 year old woman who had been at the airport since January
14th, slipped through airport control on January 15th. She took
a flight from Chicago to London after having tried to get on a
flight to Connecticut.","On January 15th 2018, a woman (66 years old) slipped through the airport control and took a flight from Chicago to London. She entered the Airport on January 14th. First she hid her head behind her hair
and passed two Airport Transportation Security Officers. \nShe tried to board a flight to Connecticut but could not. And somehow she landed up in that plane to London. Upon arrival she got taken into custody
and is charged for theft and mischief.","flight"
