"LoadT_main","LoadT_submit","age","assess","author","browser","chain","deadend","description","education","endTime","enjoyment","experiment_id","familiar","gender","generation","languages","os","reproduction","startDate","startTime","story_text","story_title","timeSpent","trial_number","trial_type","id"
1648,1569,18,"Yes","ЕК","Chrome","VlSEbW1OSdwcTHj8","false","IteratedNarration_Main-inLab",2,1543794069901,1,"IteratedNarration_Main-inLab","No","Female",4,"English","Windows","People were surprised when a professor was found guilty of sexually assaulting multiple women, They were surprised that he would was found guilty because he had tenure.","Sun Dec 02 2018 15:33:43 GMT-0800 (Pacific Standard Time)",1543793623719,"A professor was accused of sexually assaulting several women. His actions came as shock since he had tenure.","professor_jail",7.43636666666667,3,"reproduction",42
1768,1569,18,"Yes","ЕК","Chrome","7klPub4fVaS25llR","true","IteratedNarration_Main-inLab",2,1543794069901,1,"IteratedNarration_Main-inLab","No","Female",5,"English","Windows","There was an Indonesian animal trafficker who trafficked rare birds. If he was convicted, the birds would have to pay a 1000 fine.","Sun Dec 02 2018 15:33:43 GMT-0800 (Pacific Standard Time)",1543793623719,"An animal trafficker in Indonesia was caught trafficking very expensive birds. They would have to pay a fine of up to $1000 if convicted.","smuggler_jail",7.43636666666667,4,"reproduction",42
1923,1569,18,"Yes","ЕК","Chrome","XqLTvxT4xRASDgeX","false","IteratedNarration_Main-inLab",2,1543794069901,1,"IteratedNarration_Main-inLab","No","Female",4,"English","Windows","A suspected arsonist was wearing a very identifiable shirt. Police were asking the public to look for him.","Sun Dec 02 2018 15:33:43 GMT-0800 (Pacific Standard Time)",1543793623719,"After a series of multiple arsons, police put out an offer for people to catch him, who was wearing a very easy to identify shirt","arson_jail",7.43636666666667,5,"reproduction",42
1936,1436,20,"Yes","ЕК","Chrome","wo572d9yYwv41dUF","true","IteratedNarration_Main-inLab",1,1543802706734,1,"IteratedNarration_Main-inLab","No","Male",5,"English","Mac","A couple's farm was burned down in 2017. There were two twelve and thirteen year olds who were accused","Sun Dec 02 2018 17:58:20 GMT-0800 (Pacific Standard Time)",1543802300536,"A couple's farm burned down in 2017. There were two twelve and 13-year-olds who accused and could go to juvie if they were found guilty.","bees_jail",6.76996666666667,1,"reproduction",43
581,1436,20,"Yes","ЕК","Chrome","XqLTvxT4xRASDgeX","true","IteratedNarration_Main-inLab",1,1543802706734,1,"IteratedNarration_Main-inLab","No","Male",5,"English","Mac","An arsonist was wearing an identifiable shirt. Police were asking people to look for him.","Sun Dec 02 2018 17:58:20 GMT-0800 (Pacific Standard Time)",1543802300536,"A suspected arsonist was wearing a very identifiable shirt. Police were asking the public to look for him.","arson_jail",6.76996666666667,2,"reproduction",43
570,1436,20,"Yes","ЕК","Chrome","a7T0kUApOtWSgThu","false","IteratedNarration_Main-inLab",1,1543802706734,1,"IteratedNarration_Main-inLab","No","Male",1,"English","Mac","Thanks to a routine cargo check, the Indonesian police were able to prevent a smuggling attempt. They found 150 exotic birds stuffed into drain pipes. These animals were meant to be smuggled into the US where they would be sold as pets. The police arrested the four men and they face up to 5 years in prison","Sun Dec 02 2018 17:58:20 GMT-0800 (Pacific Standard Time)",1543802300536,"Thanks to a routine cargo vessel check, the Indonesian police were able to prevent a smuggling attempt. They found about 150 exotic birds stuffed into plastic drain pipes that were sealed at each end by a wire. The animals were meant to be transported to the US, where they were to be sold as pets. Officials assume that the operation was planned and executed by a wildlife trafficking ring. This delivery would have been worth approximately $250,000. Nearly one week after discovering the illegally captured birds, the police arrested four men who purportedly attempted to commit the smuggling. The suspects face up to five years in prison and a fine of up to $8000 if found guilty. The case rests on several eyewitness reports, which provide a very strong case for the suspects' guilt. Moreover, the suspects' testimonies have been found to contain inconsistencies. Thus, it seems very likely that they were involved.","smuggler_jail",6.76996666666667,3,"reproduction",43
1242,1436,20,"Yes","ЕК","Chrome","0afz3n7ExI3JFihE","false","IteratedNarration_Main-inLab",1,1543802706734,1,"IteratedNarration_Main-inLab","No","Male",4,"English","Mac","A scammer in Spain managed to scam millions of dollars out of people. The scammer used a sign up button to get 5% out of the users.","Sun Dec 02 2018 17:58:20 GMT-0800 (Pacific Standard Time)",1543802300536,"Scammer in Spain managed to scam millions of dollars out of people. This was in the form of a sign up button that 5% of users clicked on.","scam_jail",6.76996666666667,4,"reproduction",43
1239,1436,20,"Yes","ЕК","Chrome","AL8EPVXO8ElXsE0S","true","IteratedNarration_Main-inLab",1,1543802706734,1,"IteratedNarration_Main-inLab","No","Male",5,"English","Mac","Several women who were students of a neuroscience professor at an university have come forward with allegations of sexual assault. They say the assaults took place during parties and private meetings.","Sun Dec 02 2018 17:58:20 GMT-0800 (Pacific Standard Time)",1543802300536,"Several women who are students of a neuroscience professor named Smith at a university have come forward with allegations of sexual assault, and say that these assaults took place during private meetings and parties.","professor_jail",6.76996666666667,5,"reproduction",43
1506,943,21,"Yes","ЕК","Chrome","GJbxXZWYp0ym0tTM","false","IteratedNarration_Main-inLab",1,1543806080616,1,"IteratedNarration_Main-inLab","No","Male",2,"English","Mac","In December, two people discovered their beehives destroyed. The suspects were found by the police and were charged with destruction of property and breaking and entering. Since they are minors, they will be charged with a fine of $10,000.","Sun Dec 02 2018 18:56:16 GMT-0800 (Pacific Standard Time)",1543805776851,"In December, a couple discovered their beehives to be destroyed. The police have identified two suspects who have been charged of burglary and destruction of property. They are minors and therefore can be charged up to $10000.","bees_jail",5.06275,1,"reproduction",44
941,943,21,"Yes","ЕК","Chrome","VlSEbW1OSdwcTHj8","true","IteratedNarration_Main-inLab",1,1543806080616,1,"IteratedNarration_Main-inLab","No","Male",5,"English","Mac","People were surprised that the professor was found assaulting multiple women. They are surprised that he was found guilty because he had Tenure.","Sun Dec 02 2018 18:56:16 GMT-0800 (Pacific Standard Time)",1543805776851,"People were surprised when a professor was found guilty of sexually assaulting multiple women, They were surprised that he would was found guilty because he had tenure.","professor_jail",5.06275,2,"reproduction",44
574,943,21,"Yes","ЕК","Chrome","ZOu0bEUZt14cVKHj","false","IteratedNarration_Main-inLab",1,1543806080616,1,"IteratedNarration_Main-inLab","No","Male",2,"English","Mac","In Bavaria, Germany, there had been 8 car fires which had a cost of $450,000 dollars. The police had a tip off. But they could find nothing.","Sun Dec 02 2018 18:56:16 GMT-0800 (Pacific Standard Time)",1543805776851,"In Bavaria, Germany, there have recently been 8 fires set to trash cans, resulting in $450,000 in damages. The police a 37-year-old man as a suspect, after rewarding $6000 for any tips about the perpetrator. However, they are not sure if he is the true suspect.","arson_free",5.06275,3,"reproduction",44
977,943,21,"Yes","ЕК","Chrome","a7T0kUApOtWSgThu","false","IteratedNarration_Main-inLab",1,1543806080616,1,"IteratedNarration_Main-inLab","No","Male",2,"English","Mac","Thanks to a routine cargo check, Indonesian police found exotic birds. The 150 exotic birds were found in drain pipes. They were supposed to be shipped off to the United States to be sold as pets. The police arrested four men, and they could face up to 5 years in prison.","Sun Dec 02 2018 18:56:16 GMT-0800 (Pacific Standard Time)",1543805776851,"Thanks to a routine cargo check, the Indonesian police were able to prevent a smuggling attempt. They found 150 exotic birds stuffed into drain pipes. These animals were meant to be smuggled into the US where they would be sold as pets. The police arrested the four men and they face up to 5 years in prison","smuggler_jail",5.06275,4,"reproduction",44
941,943,21,"Yes","ЕК","Chrome","0afz3n7ExI3JFihE","true","IteratedNarration_Main-inLab",1,1543806080616,1,"IteratedNarration_Main-inLab","No","Male",5,"English","Mac","A scammer in Spain scammed millions of people. The scammer used a sign-up button which scammed 5% of the people.","Sun Dec 02 2018 18:56:16 GMT-0800 (Pacific Standard Time)",1543805776851,"A scammer in Spain managed to scam millions of dollars out of people. The scammer used a sign up button to get 5% out of the users.","scam_jail",5.06275,5,"reproduction",44
1570,1147,19,"Yes","ЕК","Chrome","WFnJiReIDnBkpFsB","false","IteratedNarration_Main-inLab",2,1543821504393,1,"IteratedNarration_Main-inLab","No","Female",1,"English","Mac","August 2018 in Spain there was an email scam that accumulated over $17 million to the scammers. Victims were sent an email that claimed they had to pay thousands of dollars in order to evade a lawsuit over the sharing of pornographic media. The email account associated with the scam email could be traced to a local law form who quickly disputed it as a hoax. By then, multiple people had already paid. The location of the scammers could be traced to a local coffee shop where clear footage revealed a man and a woman who were allegedly responsible for the scam.","Sun Dec 02 2018 23:05:00 GMT-0800 (Pacific Standard Time)",1543820700571,"On August 30 2018, 30,000 internet users in Spain received an email with the subject line 'Immediate response required - copyright infringement'. In these emails, the recipients were accused of illegally distributing pornographic content and were instructed to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to an official law firm website located in Barcelona. Shortly after the emails were sent out, the law firm disowned them, calling them a hoax. So far, police officials estimate that approximately 5% of the recipients have paid the money. This sums to more than $17 million that have been paid to the scammers. Now, nearly 4 weeks later, the police have tracked down the internet cafe from which the emails were sent. After observing the cafe's camera footage, the police arrested a man and a woman (both 52) who were allegedly responsible for the scam. If found guilty, they face up to 9 years in prison. Moreover, news outlets recently acquired access to the camera footage and found that the video material is of very high quality and therefore undoubtedly reliable.","scam_jail",13.3970333333333,1,"reproduction",45
1008,1147,19,"Yes","ЕК","Chrome","JfldqUiFF7UgRKB2","false","IteratedNarration_Main-inLab",2,1543821504393,1,"IteratedNarration_Main-inLab","No","Female",3,"English","Mac","John Smith, a tenured neuroscience professor, is facing sexual harassment allegations from 11 students. He is reported as having nude hot tub parties with students and saying inappropriate things to his female students. A third party is investigating and Smith is facing the potential of being fired or forced to resign.","Sun Dec 02 2018 23:05:00 GMT-0800 (Pacific Standard Time)",1543820700571,"A professor in the neuroscience department at Corsen University, John Smith, is facing sexual assault claims from 11 students. In the past, he has spoke inappropriately about women and held nude hot-tub parties with his students. A third party investigator has been hired and has interviewed 100 people about Smith's character. He may be forced to take leave or be fired, which is unheard of for a tenured professor.","professor_free",13.3970333333333,2,"reproduction",45
1174,1147,19,"Yes","ЕК","Chrome","GJbxXZWYp0ym0tTM","false","IteratedNarration_Main-inLab",2,1543821504393,1,"IteratedNarration_Main-inLab","No","Female",3,"English","Mac","In December, two people found their beehives destroyed. The alleged suspects were minors and were charged with destruction of property.","Sun Dec 02 2018 23:05:00 GMT-0800 (Pacific Standard Time)",1543820700571,"In December, two people discovered their beehives destroyed. The suspects were found by the police and were charged with destruction of property and breaking and entering. Since they are minors, they will be charged with a fine of $10,000.","bees_jail",13.3970333333333,3,"reproduction",45
944,1147,19,"Yes","ЕК","Chrome","iRxeJMaeHgEYZMPw","false","IteratedNarration_Main-inLab",2,1543821504393,1,"IteratedNarration_Main-inLab","No","Female",1,"English","Mac","Indonesian police were able to stop a smuggling attempt when they stopped a truck and found about 150 exotic birds being hidden in tubes to sell as pets. About a week later 4 men were arrested for their involvement in the exotic animal trafficking ring.","Sun Dec 02 2018 23:05:00 GMT-0800 (Pacific Standard Time)",1543820700571,"Thanks to a routine cargo vessel check, the Indonesian police were able to prevent a smuggling attempt. They found about 150 exotic birds stuffed into plastic drain pipes that were sealed at each end by a wire. The animals were meant to be transported to the US, where they were to be sold as pets. Officials assume that the operation was planned and executed by a wildlife trafficking ring. This delivery would have been worth approximately $250,000. Nearly one week after discovering the illegally captured birds, the police arrested four men who purportedly attempted to commit the smuggling. The suspects face up to five years in prison and a fine of up to $8000 if found guilty. The case rests on an anonymous tip, which provides a very weak case for the suspects' guilt. Moreover, all four suspects appear to have plausible alibis. Thus, it seems very unlikely that they were involved.","smuggler_free",13.3970333333333,4,"reproduction",45
942,1147,19,"Yes","ЕК","Chrome","zY2xAjwo9f1AcbN4","false","IteratedNarration_Main-inLab",2,1543821504393,1,"IteratedNarration_Main-inLab","No","Female",3,"English","Mac","At the beginning of this year, a pyromaniac was causing destruction in Bavaria, causing $45,000 worth of damage to cars and houses. It wasn't until police offered a $6,000 reward that a tip turned up. A black shirt with an insignia on it led police to discover the perpetrator of the events.","Sun Dec 02 2018 23:05:00 GMT-0800 (Pacific Standard Time)",1543820700571,"Beginning this year, there was a vandal pyromaniac wreaking havoc around the German region of Bavaria. They caused $450,000 worth of damage to houses and cars. There were no leads in the investigation until the police offered a $6,000 reward for any evidence. When that happened, a black t-shirt with an insignia was found at one of the crime scenes. This piece of evidence was enough to convict the criminal without any reasonable doubt.","arson_jail",13.3970333333333,5,"reproduction",45
1653,1321,21,"Yes","ЕК","Chrome","g8kP4jwlFW89Jt48","false","IteratedNarration_Main-inLab",2,1543823004249,2,"IteratedNarration_Main-inLab","No","Male",4,"English","Mac","A neuroscience professor has been accused of sexual misconduct. Even though several women have said that he has commented inappropriately on their bodies, an independent law firm has concluded that the accusations are too vague.","Sun Dec 02 2018 23:36:23 GMT-0800 (Pacific Standard Time)",1543822583615,"A neuroscience professor has been accused by multiple women of sexual misconduct. Even though several women have stated that he has commented on their bodies, an independent law firm has ruled that the evidence is too vague.","professor_free",7.01056666666667,1,"reproduction",46
941,1321,21,"Yes","ЕК","Chrome","a7T0kUApOtWSgThu","false","IteratedNarration_Main-inLab",2,1543823004249,2,"IteratedNarration_Main-inLab","No","Male",3,"English","Mac","Thanks to a routine cargo check, the Indonesian police found 150 birds. These birds were hidden in drain pipes, and they were intended to be brought to America to be sold as pets. The police arrested four men, who could each face up to five years in prison.","Sun Dec 02 2018 23:36:23 GMT-0800 (Pacific Standard Time)",1543822583615,"Thanks to a routine cargo check, Indonesian police found exotic birds. The 150 exotic birds were found in drain pipes. They were supposed to be shipped off to the United States to be sold as pets. The police arrested four men, and they could face up to 5 years in prison.","smuggler_jail",7.01056666666667,2,"reproduction",46
938,1321,21,"Yes","ЕК","Chrome","S1IGkYppkDv6XPQV","true","IteratedNarration_Main-inLab",2,1543823004249,2,"IteratedNarration_Main-inLab","No","Male",5,"English","Mac","A man and a woman use a law firm's email domain to scam people out of their money by accusing them of distributing pornographic material.","Sun Dec 02 2018 23:36:23 GMT-0800 (Pacific Standard Time)",1543822583615,"A man and woman use a law firm's e-mail domain to scam people out of money by accusing them of distributing pornographic material.","scam_free",7.01056666666667,3,"reproduction",46
580,1321,21,"Yes","ЕК","Chrome","GJbxXZWYp0ym0tTM","false","IteratedNarration_Main-inLab",2,1543823004249,2,"IteratedNarration_Main-inLab","No","Male",4,"English","Mac","In December, two people found their beehives destroyed. The suspects were minors and were charged with destruction of property.","Sun Dec 02 2018 23:36:23 GMT-0800 (Pacific Standard Time)",1543822583615,"In December, two people found their beehives destroyed. The alleged suspects were minors and were charged with destruction of property.","bees_jail",7.01056666666667,4,"reproduction",46
583,1321,21,"Yes","ЕК","Chrome","zY2xAjwo9f1AcbN4","false","IteratedNarration_Main-inLab",2,1543823004249,2,"IteratedNarration_Main-inLab","No","Male",4,"English","Mac","At the beginning of this year, a pyromaniac was wreaking havoc on Bavaria, causing up to $45,000 in damages. It wasn't until police offered a $6,000 reward for information that the suspect was discovered; an insignia on a black shirt led the police to the suspected perpetrator.","Sun Dec 02 2018 23:36:23 GMT-0800 (Pacific Standard Time)",1543822583615,"At the beginning of this year, a pyromaniac was causing destruction in Bavaria, causing $45,000 worth of damage to cars and houses. It wasn't until police offered a $6,000 reward that a tip turned up. A black shirt with an insignia on it led police to discover the perpetrator of the events.","arson_jail",7.01056666666667,5,"reproduction",46
1709,1006,20,"Yes","ЕК","Chrome","a7T0kUApOtWSgThu","false","IteratedNarration_Main-inLab",2,1543824774498,1,"IteratedNarration_Main-inLab","No","Male",4,"Chinese, English","Mac","There were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to America.","Mon Dec 03 2018 00:08:59 GMT-0800 (Pacific Standard Time)",1543824539160,"Thanks to a routine cargo check, the Indonesian police found 150 birds. These birds were hidden in drain pipes, and they were intended to be brought to America to be sold as pets. The police arrested four men, who could each face up to five years in prison.","smuggler_jail",3.9223,1,"reproduction",47
638,1006,20,"Yes","ЕК","Chrome","GJbxXZWYp0ym0tTM","true","IteratedNarration_Main-inLab",2,1543824774498,1,"IteratedNarration_Main-inLab","No","Male",5,"Chinese, English","Mac","Two individuals had their beehives destroyed, and the suspects are minors.","Mon Dec 03 2018 00:08:59 GMT-0800 (Pacific Standard Time)",1543824539160,"In December, two people found their beehives destroyed. The suspects were minors and were charged with destruction of property.","bees_jail",3.9223,2,"reproduction",47
612,1006,20,"Yes","ЕК","Chrome","bfBumMzT7a0VNbCQ","true","IteratedNarration_Main-inLab",2,1543824774498,1,"IteratedNarration_Main-inLab","No","Male",5,"Chinese, English","Mac","Professor Smith has been accused of sexual harassment by people who have allegedly caught him in the act.","Mon Dec 03 2018 00:08:59 GMT-0800 (Pacific Standard Time)",1543824539160,"Professor Smith has been accused of sexual harassment based on evidence that people have witnessed him (sexually?) with younger students.","professor_jail",3.9223,3,"reproduction",47
688,1006,20,"Yes","ЕК","Chrome","zY2xAjwo9f1AcbN4","true","IteratedNarration_Main-inLab",2,1543824774498,1,"IteratedNarration_Main-inLab","No","Male",5,"Chinese, English","Mac","A pyromanic caused $45000 dollars in damages before the police caught him by offering a $6000 reward. The crucial clue was an logo on a black shirt.","Mon Dec 03 2018 00:08:59 GMT-0800 (Pacific Standard Time)",1543824539160,"At the beginning of this year, a pyromaniac was wreaking havoc on Bavaria, causing up to $45,000 in damages. It wasn't until police offered a $6,000 reward for information that the suspect was discovered; an insignia on a black shirt led the police to the suspected perpetrator.","arson_jail",3.9223,4,"reproduction",47
670,1006,20,"Yes","ЕК","Chrome","WFnJiReIDnBkpFsB","false","IteratedNarration_Main-inLab",2,1543824774498,1,"IteratedNarration_Main-inLab","No","Male",2,"Chinese, English","Mac","A man and woman conducted an email scam that netted them over $17 million dollars. They did this by pretending to be a local law firm and demanding people to pay up over a lawsuit over unlawful distribution of pornographic materials.","Mon Dec 03 2018 00:08:59 GMT-0800 (Pacific Standard Time)",1543824539160,"August 2018 in Spain there was an email scam that accumulated over $17 million to the scammers. Victims were sent an email that claimed they had to pay thousands of dollars in order to evade a lawsuit over the sharing of pornographic media. The email account associated with the scam email could be traced to a local law form who quickly disputed it as a hoax. By then, multiple people had already paid. The location of the scammers could be traced to a local coffee shop where clear footage revealed a man and a woman who were allegedly responsible for the scam.","scam_jail",3.9223,5,"reproduction",47
1235,1508,19,"Yes","ЕК","Safari","JfldqUiFF7UgRKB2","false","IteratedNarration_Main-inLab",2,1543881499808,1,"IteratedNarration_Main-inLab","No","Female",4,"English","Mac","John Smith, a neuroscience professor, is facing allegations of sexual misconduct from 11 students. Smith was accused of having nude hot tub parties with female students. Smith may be removed from his current position pending an investigation.","Mon Dec 03 2018 15:45:44 GMT-0800 (PST)",1543880744758,"John Smith, a tenured neuroscience professor, is facing sexual harassment allegations from 11 students. He is reported as having nude hot tub parties with students and saying inappropriate things to his female students. A third party is investigating and Smith is facing the potential of being fired or forced to resign.","professor_free",12.5841666666667,1,"reproduction",48
1199,1508,19,"Yes","ЕК","Safari","ZOu0bEUZt14cVKHj","false","IteratedNarration_Main-inLab",2,1543881499808,1,"IteratedNarration_Main-inLab","No","Female",3,"English","Mac","In Balvaria, Germany there had been 8 car fires, that cost a total of 450,000 dollars. The police were tipped off. They could find nothing.\n","Mon Dec 03 2018 15:45:44 GMT-0800 (PST)",1543880744758,"In Bavaria, Germany, there had been 8 car fires which had a cost of $450,000 dollars. The police had a tip off. But they could find nothing.","arson_free",12.5841666666667,2,"reproduction",48
1196,1508,19,"Yes","ЕК","Safari","xjnGgMCPljKEGv7I","false","IteratedNarration_Main-inLab",2,1543881499808,1,"IteratedNarration_Main-inLab","No","Female",1,"English","Mac","In late December 2017, a couple in Iowa was checking on their 50 beehives, when the discovered a tragic incident had occurred. Many of their beehives were smashed and the tools had been taken out of their shed a destroyed, the damages totaling about 60,000 dollars and the loss of about half a million bees. The police arrested two boys (one 13 years old and the other 12) for the alleged crime. Since they are still minors they will face a juvenile court, but if they are convicted they will likely spend up to 10 years in prison and face a charge of 10,000.","Mon Dec 03 2018 15:45:44 GMT-0800 (PST)",1543880744758,"In late December 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The hives had been overturned and hacked apart, and the equipment had been thrown out of the shed and smashed. This destruction caused the death of about half a million bees and approximately $60,000 in property damage. Nearly three weeks later, police arrested two boys (12 and 13 years old) who, allegedly, were responsible for the damage. The charges against them include criminal mischief, burglary, and offenses to an agricultural animal facility. Since they are still minors, they will be charged in juvenile court where they face up to 10 years in prison and fines of up to $10,000 if convicted. Police officials explained that the investigation is still in progress, but the evidence so far overwhelmingly speaks to the guilt of the suspects.","bees_jail",12.5841666666667,3,"reproduction",48
1429,1508,19,"Yes","ЕК","Safari","WFnJiReIDnBkpFsB","false","IteratedNarration_Main-inLab",2,1543881499808,1,"IteratedNarration_Main-inLab","No","Female",3,"English","Mac","A couple conducted an internet scam that resulted in a net gain of 17 million dollars. The couple would pretend to be a law firm and they would accuse people of unlawful distribution of pornographic photos and tell them to pay up for their crimes.\n","Mon Dec 03 2018 15:45:44 GMT-0800 (PST)",1543880744758,"A man and woman conducted an email scam that netted them over $17 million dollars. They did this by pretending to be a local law firm and demanding people to pay up over a lawsuit over unlawful distribution of pornographic materials.","scam_jail",12.5841666666667,4,"reproduction",48
1276,1508,19,"Yes","ЕК","Safari","iRxeJMaeHgEYZMPw","false","IteratedNarration_Main-inLab",2,1543881499808,1,"IteratedNarration_Main-inLab","No","Female",2,"English","Mac","Indonesian police were able to stop a smuggling attempt when they stopped a truck containing 150 exotic birds that were hidden in tubes to sell as pets. About a week later 4 men were arrested for their involvement in the exotic animal smuggling ring.","Mon Dec 03 2018 15:45:44 GMT-0800 (PST)",1543880744758,"Indonesian police were able to stop a smuggling attempt when they stopped a truck and found about 150 exotic birds being hidden in tubes to sell as pets. About a week later 4 men were arrested for their involvement in the exotic animal trafficking ring.","smuggler_free",12.5841666666667,5,"reproduction",48
1160,1184,22,"-1","ЕК","Chrome","xjnGgMCPljKEGv7I","false","IteratedNarration_Main-inLab",2,1543882410772,1,"IteratedNarration_Main-inLab","-1",NA,2,"English","Mac","In late 2017 a couple from Iowa found that of their 50 beehives, many of them were smashed along with many of their tools in their shed destroyed.  This resulted in about $60k in damages.  The police arrested two boys for this act of destruction, the boys were 12 and 13.  While they are juveniles, if they get convicted they could face 10 years in prison and spend 10 years in prison.","Mon Dec 03 2018 16:07:52 GMT-0800 (PST)",1543882072451,"In late December 2017, a couple in Iowa was checking on their 50 beehives, when the discovered a tragic incident had occurred. Many of their beehives were smashed and the tools had been taken out of their shed a destroyed, the damages totaling about 60,000 dollars and the loss of about half a million bees. The police arrested two boys (one 13 years old and the other 12) for the alleged crime. Since they are still minors they will face a juvenile court, but if they are convicted they will likely spend up to 10 years in prison and face a charge of 10,000.","bees_jail",5.63868333333333,1,"reproduction",49
959,1184,22,"-1","ЕК","Chrome","JfldqUiFF7UgRKB2","true","IteratedNarration_Main-inLab",2,1543882410772,1,"IteratedNarration_Main-inLab","-1",NA,5,"English","Mac","John Smith, a Neuroscience professor, is facing sexual misconduct charges from 11 students.  Apparently, he would have nude hot tub parties with female students.","Mon Dec 03 2018 16:07:52 GMT-0800 (PST)",1543882072451,"John Smith, a neuroscience professor, is facing allegations of sexual misconduct from 11 students. Smith was accused of having nude hot tub parties with female students. Smith may be removed from his current position pending an investigation.","professor_free",5.63868333333333,2,"reproduction",49
584,1184,22,"-1","ЕК","Chrome","ZOu0bEUZt14cVKHj","false","IteratedNarration_Main-inLab",2,1543882410772,1,"IteratedNarration_Main-inLab","-1",NA,4,"English","Mac","In Balvaria, Germany there have been 8 car fires that led to $450,000 in damages.  The police have not been able to figure out who is responsible.","Mon Dec 03 2018 16:07:52 GMT-0800 (PST)",1543882072451,"In Balvaria, Germany there had been 8 car fires, that cost a total of 450,000 dollars. The police were tipped off. They could find nothing.\n","arson_free",5.63868333333333,3,"reproduction",49
583,1184,22,"-1","ЕК","Chrome","iRxeJMaeHgEYZMPw","false","IteratedNarration_Main-inLab",2,1543882410772,1,"IteratedNarration_Main-inLab","-1",NA,3,"English","Mac","Indonesian police stopped a smuggling of 150 exotic birds by pulling over the car with the animals that were going to be sold as pets.  A week later, 4 men were arrested in connection to this operation.","Mon Dec 03 2018 16:07:52 GMT-0800 (PST)",1543882072451,"Indonesian police were able to stop a smuggling attempt when they stopped a truck containing 150 exotic birds that were hidden in tubes to sell as pets. About a week later 4 men were arrested for their involvement in the exotic animal smuggling ring.","smuggler_free",5.63868333333333,4,"reproduction",49
960,1184,22,"-1","ЕК","Chrome","WFnJiReIDnBkpFsB","false","IteratedNarration_Main-inLab",2,1543882410772,1,"IteratedNarration_Main-inLab","-1",NA,4,"English","Mac","A coupe conducted an internet scam in which they would pretend to be a law firm and would tell people that they needed to pay money over a law suit regarding illegal distribution of porn.  The couple made over $17m.","Mon Dec 03 2018 16:07:52 GMT-0800 (PST)",1543882072451,"A couple conducted an internet scam that resulted in a net gain of 17 million dollars. The couple would pretend to be a law firm and they would accuse people of unlawful distribution of pornographic photos and tell them to pay up for their crimes.\n","scam_jail",5.63868333333333,5,"reproduction",49
1731,1021,22,"Yes","ЕК","Chrome","ZOu0bEUZt14cVKHj","true","IteratedNarration_Main-inLab",2,1543892818821,2,"IteratedNarration_Main-inLab","No","Male",5,"English, ASL","Mac","In Balvaria, Germany, police have not been able to find the one responsible for 8 car fires whose damages totaled ~450,000 (euros?)","Mon Dec 03 2018 18:55:14 GMT-0800 (Pacific Standard Time)",1543892114904,"In Balvaria, Germany there have been 8 car fires that led to $450,000 in damages.  The police have not been able to figure out who is responsible.","arson_free",11.73195,1,"reproduction",50
1052,1021,22,"Yes","ЕК","Chrome","xjnGgMCPljKEGv7I","false","IteratedNarration_Main-inLab",2,1543892818821,2,"IteratedNarration_Main-inLab","No","Male",3,"English, ASL","Mac","In late 2017, an Iowan couple found that many of their beehives and tools were destroyed. Police suspected that two boys, aged 12 and 13, were those responsible for ~60k in damages. Police arrested the boys, and if they are convicted, they face the possibility of 10 years in prison.","Mon Dec 03 2018 18:55:14 GMT-0800 (Pacific Standard Time)",1543892114904,"In late 2017 a couple from Iowa found that of their 50 beehives, many of them were smashed along with many of their tools in their shed destroyed.  This resulted in about $60k in damages.  The police arrested two boys for this act of destruction, the boys were 12 and 13.  While they are juveniles, if they get convicted they could face 10 years in prison and spend 10 years in prison.","bees_jail",11.73195,2,"reproduction",50
1036,1021,22,"Yes","ЕК","Chrome","WFnJiReIDnBkpFsB","true","IteratedNarration_Main-inLab",2,1543892818821,2,"IteratedNarration_Main-inLab","No","Male",5,"English, ASL","Mac","A couple made over $17 million through internet scams in which they would pretend to be a law firm seeking damages related to ""illegal pornography distribution"".","Mon Dec 03 2018 18:55:14 GMT-0800 (Pacific Standard Time)",1543892114904,"A coupe conducted an internet scam in which they would pretend to be a law firm and would tell people that they needed to pay money over a law suit regarding illegal distribution of porn.  The couple made over $17m.","scam_jail",11.73195,3,"reproduction",50
1155,1021,22,"Yes","ЕК","Chrome","TU0IxSBegPfRTFPY","true","IteratedNarration_Main-inLab",2,1543892818821,2,"IteratedNarration_Main-inLab","No","Male",5,"English, ASL","Mac","Professor Smith was accused by eleven of his female students of sexual harrassment for innappropriate comments and meetings in the hot tub. He might be fired.","Mon Dec 03 2018 18:55:14 GMT-0800 (Pacific Standard Time)",1543892114904,"Professor Smith has been accused of sexual harassment by 11 of his female students. He has been accused of making sexual comments, and organizing meetings in hot tubs. He may be fired.","professor_free",11.73195,4,"reproduction",50
